date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:55:06	52204/52204	---M--	200	added ('OK')	image/jpeg	etag:%22c4915bbd0812a11dde77ddc30dcd7254%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4b12158c6ef9.jpg	C:/Users/Sakhi/Desktop/classCentral/try/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4b12158c6ef9.jpg	(from https://www.classcentral.com/subject/blue-team)
02:55:07	53231/53231	---M--	200	added ('OK')	image/jpeg	etag:%228de549b3784d2e883232fe443a2f1f67%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/7a4215cab9e7.jpg	C:/Users/Sakhi/Desktop/classCentral/try/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/7a4215cab9e7.jpg	(from https://www.classcentral.com/subject/blue-team)
02:55:09	49432/49432	---M--	200	added ('OK')	image/jpeg	etag:%22cbe5c621a9ae4c798cda2fc4dd7ca894%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9af66affd2c8.jpg	C:/Users/Sakhi/Desktop/classCentral/try/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9af66affd2c8.jpg	(from https://www.classcentral.com/subject/blue-team)
02:55:09	50157/50157	---M--	200	added ('OK')	image/jpeg	etag:%22ba75dec11b27426cca0e8e220faa4f8e%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/59063ee8d355.jpg	C:/Users/Sakhi/Desktop/classCentral/try/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/59063ee8d355.jpg	(from https://www.classcentral.com/subject/blue-team)
02:55:11	92279/92279	---M--	200	added ('OK')	image/jpeg	etag:%229cf6d040475ba12120fd9153dec77594%22	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/349716eae463.jpg	C:/Users/Sakhi/Desktop/classCentral/try/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/349716eae463.jpg	(from https://www.classcentral.com/subject/blue-team)
02:55:13	78380/78380	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:55:13%20GMT	https://www.classcentral.com/report/wp-json/wp/v2/posts/84384	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/wp/v2/posts/84384.json	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:15	2805/2805	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:55:14%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2F2022-year-in-review%2F	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embeddda1.json	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2000:55:14%20GMT	https://www.classcentral.com/report/?p=84384	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/index4821.html	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:16	2956/2956	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Feb%202023%2000:55:15%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2F2022-year-in-review%2F&format=xml	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embededbe	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:17	5919/5919	---M--	200	added ('OK')	image/png	etag:%2263b2bd08-171f%22	https://www.classcentral.com/report/wp-content/uploads/2023/01/class-central-users-2020.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/01/class-central-users-2020.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:18	10434/10434	---M--	200	added ('OK')	image/png	etag:%2260471fe5-28c2%22	https://www.classcentral.com/report/wp-content/uploads/2021/03/coursera-s1.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2021/03/coursera-s1.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:19	20692/20692	---M--	200	added ('OK')	image/png	etag:%226163ac97-50d4%22	https://www.classcentral.com/report/wp-content/uploads/2021/10/udemy-s1.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2021/10/udemy-s1.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:19	35745/35745	---M--	200	added ('OK')	image/png	etag:%2263b2be49-8ba1%22	https://www.classcentral.com/report/wp-content/uploads/2023/01/amazon-discontinuous-udemy-competitor.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/01/amazon-discontinuous-udemy-competitor.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:21	30413/30413	---M--	200	added ('OK')	image/png	etag:%22624c3e2a-76cd%22	https://www.classcentral.com/report/wp-content/uploads/2022/04/india.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/04/india.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:24	17180/17180	---M--	200	added ('OK')	image/png	etag:%22636abe94-431c%22	https://www.classcentral.com/report/wp-content/uploads/2022/11/udemy-b2b-vs-b2c-2022-large-final.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/11/udemy-b2b-vs-b2c-2022-large-final.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:25	804480/804480	---M--	200	added ('OK')	image/png	etag:%2263b2bed9-c4680%22	https://www.classcentral.com/report/wp-content/uploads/2023/01/berkeley-extension-bootcamp-on-edx-e1672658649856.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/01/berkeley-extension-bootcamp-on-edx-e1672658649856.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:25	17286/17286	---M--	200	added ('OK')	image/png	etag:%22637b842f-4386%22	https://www.classcentral.com/report/wp-content/uploads/2022/11/udemy-vs-coursera-b2c-revenue-q3-2022.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/11/udemy-vs-coursera-b2c-revenue-q3-2022.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:27	103740/103740	---M--	200	added ('OK')	image/jpeg	etag:%22637cb7ae-1953c%22	https://www.classcentral.com/report/wp-content/uploads/2022/11/attack-on-cc-banner.jpg	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/11/attack-on-cc-banner.jpg	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:28	45522/45522	---M--	200	added ('OK')	image/png	etag:%226213915b-b1d2%22	https://www.classcentral.com/report/wp-content/uploads/2022/02/china-drops.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/02/china-drops.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:28	3340/3340	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Mar%202018%2014:02:46%20GMT	https://secure.gravatar.com/avatar/716f4ee9219a93467e6f172190a72a9d?s=35&d=mm&r=g	C:/Users/Sakhi/Desktop/classCentral/try/secure.gravatar.com/avatar/716f4ee9219a93467e6f172190a72a9de843.png	(from https://www.classcentral.com/report/2022-year-in-review/)
02:55:30	82/82	---MCZ	404	error ('Not%20Found')	application/json	date:Wed,%2022%20Feb%202023%2000:55:30%20GMT	https://www.classcentral.com/report/wp-json/wp/v2/users/0	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/wp/v2/users/0	(from https://www.classcentral.com/report/author/dhawal/)
02:55:31	55007/55007	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Feb%202023%2000:55:31%20GMT	https://www.classcentral.com/report/author/page/2/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/author/page/2/index.html	(from https://www.classcentral.com/report/author/dhawal/)
02:55:31	15197/15197	---M--	200	added ('OK')	image/png	etag:%2263d0cd22-3b5d%22	https://www.classcentral.com/report/wp-content/uploads/2021/01/Growth-of-Courses_1-1024x512.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2021/01/Growth-of-Courses_1-1024x512.png	(from https://www.classcentral.com/report/author/dhawal/)
02:55:32	4196/4196	---M--	200	added ('OK')	image/jpeg	etag:%22610fb3dd-1064%22	https://www.classcentral.com/report/wp-content/uploads/2021/08/archisha-150x150.jpeg	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2021/08/archisha-150x150.jpg	(from https://www.classcentral.com/report/author/dhawal/)
02:55:33	60096/60096	---M--	200	added ('OK')	image/png	etag:%2260263742-eac0%22	https://www.classcentral.com/report/wp-content/uploads/2021/02/writing-banner.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2021/02/writing-banner.png	(from https://www.classcentral.com/report/author/dhawal/)
02:55:33	8389/8389	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Nov%202018%2023:14:51%20GMT	https://secure.gravatar.com/avatar/3794cbeb72e1711c404595eb7dea9c31?s=150&d=mm&r=g	C:/Users/Sakhi/Desktop/classCentral/try/secure.gravatar.com/avatar/3794cbeb72e1711c404595eb7dea9c31bf56.jpeg	(from https://www.classcentral.com/report/author/dhawal/)
02:55:35	6575/6575	---M--	200	added ('OK')	image/png	etag:%2263ce6089-19af%22	https://www.classcentral.com/report/wp-content/uploads/2023/01/domestika-layoffs-banner.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/01/domestika-layoffs-banner.png	(from https://www.classcentral.com/report/author/dhawal/)
02:55:37	9562/9562	---M--	200	added ('OK')	image/png	etag:%2260a2291f-255a%22	https://www.classcentral.com/report/wp-content/uploads/2021/05/thinkific-symbol.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2021/05/thinkific-symbol.png	(from https://www.classcentral.com/report/author/dhawal/)
02:55:38	224395/224395	---M--	200	added ('OK')	image/png	etag:%2263be9fbb-36c8b%22	https://www.classcentral.com/report/wp-content/uploads/2023/01/udemy-ceo-retires.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/01/udemy-ceo-retires.png	(from https://www.classcentral.com/report/author/dhawal/)
02:55:39	151728/151728	---M--	200	added ('OK')	image/png	etag:%2263988784-250b0%22	https://www.classcentral.com/report/wp-content/uploads/2022/12/plurasight-homepage-2022-final-1024x559.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/12/plurasight-homepage-2022-final-1024x559.png	(from https://www.classcentral.com/report/author/dhawal/)
02:55:40	114797/114797	---M--	200	added ('OK')	image/jpeg	etag:%226396fe0f-1c06d%22	https://www.classcentral.com/report/wp-content/uploads/2022/12/masterclass-crypto-course-instructors-1024x576.jpeg	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/12/masterclass-crypto-course-instructors-1024x576.jpg	(from https://www.classcentral.com/report/author/dhawal/)
02:55:41	48096/48096	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:55:40%20GMT	https://www.classcentral.com/report/wp-json/wp/v2/posts/85425	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/wp/v2/posts/85425.json	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:42	2792/2792	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:55:41%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Fbest-ocaml-courses%2F	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embed54d5.json	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2000:55:42%20GMT	https://www.classcentral.com/report/?p=85425	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/indexd07d.html	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:43	2927/2927	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Feb%202023%2000:55:43%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Fbest-ocaml-courses%2F&format=xml	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embedd72a	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:44	18569/18569	---M--	200	added ('OK')	image/png	etag:%226343f83f-4889%22	https://www.classcentral.com/report/wp-content/uploads/2022/10/a6b44ad58ad2d000b7b220d72f6f4718-150x150.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/10/a6b44ad58ad2d000b7b220d72f6f4718-150x150.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:45	28200/28200	---M--	200	added ('OK')	image/png	etag:%22623b17ce-6e28%22	https://www.classcentral.com/report/wp-content/uploads/2022/03/Class-Central-Preview-1.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2022/03/Class-Central-Preview-1.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:46	100198/100198	---M--	200	added ('OK')	image/png	etag:%2263f38afa-18766%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/1.-OCaml-Programming_-Correct-Efficient-Beautiful-Cornell-University.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/1.-OCaml-Programming_-Correct-Efficient-Beautiful-Cornell-University.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:47	95419/95419	---M--	200	added ('OK')	image/png	etag:%2263f38ac2-174bb%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/2.-Introduction-to-Functional-Programming-in-OCaml-Universite-Paris-Diderot.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/2.-Introduction-to-Functional-Programming-in-OCaml-Universite-Paris-Diderot.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:49	52451/52451	---M--	200	added ('OK')	image/png	etag:%2263f38acc-cce3%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/3.-Programming-with-OCaml-Anthony-Narlock.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/3.-Programming-with-OCaml-Anthony-Narlock.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:50	24325/24325	---M--	200	added ('OK')	image/png	etag:%2263f38af0-5f05%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/4.-OCaml-By-Example-O1-Labs.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/4.-OCaml-By-Example-O1-Labs.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:51	25878/25878	---M--	200	added ('OK')	image/png	etag:%2263f38ae7-6516%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/5.-OCaml-Workshop-Jane-Street.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/5.-OCaml-Workshop-Jane-Street.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:52	21526/21526	---M--	200	added ('OK')	image/png	etag:%2263f38ade-5416%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/6.-Learn-OCaml-OCaml-Software-Foundation.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/6.-Learn-OCaml-OCaml-Software-Foundation.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:53	47826/47826	---M--	200	added ('OK')	image/png	etag:%2263f38ad5-bad2%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/7.-OCaml-Exercism.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/7.-OCaml-Exercism.png	(from https://www.classcentral.com/report/best-ocaml-courses/)
02:55:55	22119/22119	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:55:54%20GMT	https://www.classcentral.com/report/wp-json/wp/v2/posts/85358	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/wp/v2/posts/85358.json	(from https://www.classcentral.com/report/review-exploratory-data-analysis-matlab/)
02:55:56	3061/3061	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:55:55%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Freview-exploratory-data-analysis-matlab%2F	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embed30dd.json	(from https://www.classcentral.com/report/review-exploratory-data-analysis-matlab/)
02:55:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2000:55:56%20GMT	https://www.classcentral.com/report/?p=85358	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/indexf543.html	(from https://www.classcentral.com/report/review-exploratory-data-analysis-matlab/)
02:55:57	3196/3196	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Feb%202023%2000:55:57%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Freview-exploratory-data-analysis-matlab%2F&format=xml	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embedaa6b	(from https://www.classcentral.com/report/review-exploratory-data-analysis-matlab/)
02:55:59	44272/44272	---M--	200	added ('OK')	image/png	etag:%2263ebca6e-acf0%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/Exploratory-Data-Analysis-with-MATLAB-4th-module-statistical-analysis.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/Exploratory-Data-Analysis-with-MATLAB-4th-module-statistical-analysis.png	(from https://www.classcentral.com/report/review-exploratory-data-analysis-matlab/)
02:56:01	101834/101834	---M--	200	added ('OK')	image/png	etag:%2263ebca66-18dca%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/Exploratory-Data-Analysis-with-MATLAB-Instructors.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/Exploratory-Data-Analysis-with-MATLAB-Instructors.png	(from https://www.classcentral.com/report/review-exploratory-data-analysis-matlab/)
02:56:02	17686/17686	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:56:01%20GMT	https://www.classcentral.com/report/wp-json/wp/v2/posts/85341	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/wp/v2/posts/85341.json	(from https://www.classcentral.com/report/review-learning-to-teach/)
02:56:03	2996/2996	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:56:02%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Freview-learning-to-teach%2F	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embedac00.json	(from https://www.classcentral.com/report/review-learning-to-teach/)
02:56:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2000:56:03%20GMT	https://www.classcentral.com/report/?p=85341	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/index527b.html	(from https://www.classcentral.com/report/review-learning-to-teach/)
02:56:04	3137/3137	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Feb%202023%2000:56:04%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Freview-learning-to-teach%2F&format=xml	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embed976e	(from https://www.classcentral.com/report/review-learning-to-teach/)
02:56:04	58814/58814	---M--	200	added ('OK')	image/png	etag:%2263eb62bc-e5be%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/Learning-to-teach_-mentoring-and-tutoring-student-teachers-The-difference.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/Learning-to-teach_-mentoring-and-tutoring-student-teachers-The-difference.png	(from https://www.classcentral.com/report/review-learning-to-teach/)
02:56:06	38234/38234	---M--	200	added ('OK')	image/png	etag:%2263eb62df-955a%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/Learning-to-teach_-mentoring-and-tutoring-student-teachers-mentor-role.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/Learning-to-teach_-mentoring-and-tutoring-student-teachers-mentor-role.png	(from https://www.classcentral.com/report/review-learning-to-teach/)
02:56:07	21958/21958	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:56:06%20GMT	https://www.classcentral.com/report/wp-json/wp/v2/posts/85377	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/wp/v2/posts/85377.json	(from https://www.classcentral.com/report/udemy-layoffs/)
02:56:08	2844/2844	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Feb%202023%2000:56:08%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Fudemy-layoffs%2F	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embed92ff.json	(from https://www.classcentral.com/report/udemy-layoffs/)
02:56:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2000:56:09%20GMT	https://www.classcentral.com/report/?p=85377	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/index5a49.html	(from https://www.classcentral.com/report/udemy-layoffs/)
02:56:13	2979/2979	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Feb%202023%2000:56:09%20GMT	https://www.classcentral.com/report/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.classcentral.com%2Freport%2Fudemy-layoffs%2F&format=xml	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-json/oembed/1.0/embedccb1	(from https://www.classcentral.com/report/udemy-layoffs/)
02:56:13	17017/17017	---M--	200	added ('OK')	image/png	etag:%2263ece750-4279%22	https://www.classcentral.com/report/wp-content/uploads/2023/02/udemy-b2b-vs-b2c-2022-full-year.png	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/wp-content/uploads/2023/02/udemy-b2b-vs-b2c-2022-full-year.png	(from https://www.classcentral.com/report/udemy-layoffs/)
02:56:14	3919/3919	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2022:22:15%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flists%2Flist-showcase-algorithms.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=a76fd014128df7d7b02ac5ce621491df	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/lists/list-showcase-algorithms4b15.png	(from https://www.classcentral.com/lists)
02:56:15	5063/5063	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202023%2001:21:31%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fd3f1iyfxxz8i1e.cloudfront.net%2Fusers%2Fprofile_pic%2Fc55c11079f4fc2425340ea0c0f4578f5.jpg?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=c6b942f1542823349f7d75c3dfcde614	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/d3f1iyfxxz8i1e.cloudfront.net/users/profile_pic/c55c11079f4fc2425340ea0c0f4578f54e7e.jpg	(from https://www.classcentral.com/lists)
02:56:16	2817/2817	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2021:41:09%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flists%2Flist-showcase-typography.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=646913656f94bf1c81be9bc4672b8c42	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/lists/list-showcase-typographyc7a6.png	(from https://www.classcentral.com/lists)
02:56:17	5126/5126	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jan%202023%2013:40:29%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fd3f1iyfxxz8i1e.cloudfront.net%2Fusers%2Fprofile_pic%2F5a248b2faf0a785aa78578fd11b97696.jpg?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=5dbb7158f0e7267a7be26d2b208415f5	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/d3f1iyfxxz8i1e.cloudfront.net/users/profile_pic/5a248b2faf0a785aa78578fd11b976969fea.jpg	(from https://www.classcentral.com/lists)
02:56:18	4147/4147	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2022:22:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flists%2Flist-showcase-data-visualization.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=7f27d6f82627287566680c6ed92c84f9	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/lists/list-showcase-data-visualization3c67.png	(from https://www.classcentral.com/lists)
02:56:21	4910/4910	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2017:28:53%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fd3f1iyfxxz8i1e.cloudfront.net%2Fusers%2Fprofile_pic%2Fcc4399274df3fd8e4f0af6ca0343312b.jpg?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=4bfe9658cc3282cce3c534f0d860ff62	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/d3f1iyfxxz8i1e.cloudfront.net/users/profile_pic/cc4399274df3fd8e4f0af6ca0343312bade3.jpg	(from https://www.classcentral.com/lists)
02:56:26	402/402	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2016:17:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fupv-hz.png?auto=format&blur=200&h=60&ixlib=php-3.3.1&px=16&s=d3064d7369758db41aa04704d9ae7f6b	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/upv-hz653e.png	(from https://www.classcentral.com/course/edx-basic-spanish-1-getting-started-3698)
